;Water_Type_UN;Carbonation_ST;Week;Units
214299;1;1;29;1
233965;0;0;29;1
201785;0;0;29;5
201772;0;0;29;7
201818;0;0;29;2
214070;1;1;29;4
214069;0;0;29;4
201771;0;0;29;7
214925;1;1;29;70
214299;1;1;29;1
213921;0;0;29;5
213928;0;0;29;4
213931;0;0;29;4
214090;0;0;29;2
201767;0;0;29;9
201736;1;1;29;22
188689;0;0;29;25
209195;1;0;29;5
213895;1;1;29;8
213343;0;0;29;2
188834;1;1;29;19
188884;0;0;29;7
187144;1;0;29;13
242923;1;1;29;5
246174;0;0;29;9
246175;0;0;29;9
246186;0;0;29;6
246187;0;0;29;6
245381;0;0;29;2
243930;1;1;29;3
249434;0;0;29;14
249898;0;0;29;1
249899;0;0;29;1
249888;0;0;29;2
249403;0;0;29;2
249628;0;0;29;2
249616;0;0;29;3
249451;0;0;29;6
249450;0;0;29;6
242933;1;0;29;3
259540;0;0;29;13
259535;0;0;29;17
259534;0;0;29;18
245399;0;0;29;1
245400;0;0;29;1
255645;0;0;29;2
255627;0;0;29;4
251562;1;1;29;6
203952;0;0;29;1
247549;0;0;29;6
208061;0;0;29;1
207993;1;1;29;9
208043;0;0;29;3
208034;0;0;29;4
204474;1;0;29;4
204463;1;1;29;9
247536;0;0;29;10
246820;0;0;29;6
249641;0;0;29;1
249607;0;0;29;4
249468;1;1;29;4
247540;0;0;29;8
247539;0;0;29;9
190918;0;0;29;1
190919;0;0;29;1
190905;0;0;29;2
190873;0;0;29;6
190831;0;0;29;14
190798;1;1;29;36
196462;1;1;29;4
197267;0;0;29;1
197234;0;0;29;4
234497;1;1;29;3
187095;1;1;29;52
231245;1;1;29;11
191939;0;0;29;2
191925;0;0;29;3
192060;1;1;29;2
191906;0;0;29;6
192951;1;1;29;6
194234;1;0;29;2
195868;0;0;29;1
192977;1;0;29;2
199374;0;0;29;5
199357;0;0;29;8
196865;1;0;29;5
199208;0;0;29;15
199220;0;0;29;13
199343;0;0;29;10
199345;0;0;29;10
199365;0;0;29;6
198659;0;0;29;8
198636;0;0;29;13
198629;0;0;29;14
221462;1;0;29;1
221172;0;0;29;7
221169;0;0;29;8
221157;0;0;29;9
237953;1;1;29;12
237965;1;0;29;7
221980;1;1;29;17
236648;1;0;29;6
236649;1;1;29;6
230973;1;1;29;10
254148;0;0;29;3
225192;0;0;29;4
225191;0;0;29;4
225838;0;0;29;7
254539;1;1;29;18
221410;1;1;29;8
225184;0;0;29;5
225181;0;0;29;6
228971;0;0;29;2
228970;0;0;29;2
228940;1;1;29;5
240332;0;0;29;9
238467;1;1;29;4
238453;1;0;29;7
240856;1;1;29;9
241464;0;0;29;2
240877;1;0;29;5
232602;1;1;29;22
239574;0;0;29;13
241477;0;0;29;1
314556;0;0;30;2
314567;0;0;30;1
312720;1;0;30;3
304389;0;0;30;10
304376;0;0;30;15
304366;0;0;30;18
304204;1;0;30;6
307424;0;0;30;6
307408;1;1;30;9
305314;1;1;30;30
305190;1;1;30;23
305337;0;0;30;15
303864;1;1;30;6
307315;0;0;30;4
331120;1;0;30;7
326804;0;0;30;4
331140;1;1;30;2
325789;0;0;30;10
325527;1;1;30;12
325531;0;0;30;11
325535;0;0;30;10
325764;1;1;30;18
325549;0;0;30;7
324409;1;1;30;6
318005;1;1;30;39
318024;0;0;30;11
323990;1;0;30;4
324143;0;0;30;4
324135;0;0;30;5
323961;1;1;30;13
322418;0;0;30;2
359664;0;0;30;2
359655;0;0;30;3
322216;0;0;30;2
322203;0;0;30;3
322189;0;0;30;4
322188;0;0;30;4
322218;1;1;30;2
322230;0;0;30;1
321768;1;1;30;7
321786;1;0;30;3
321500;0;0;30;2
302252;0;0;30;3
302563;1;1;30;19
302599;1;0;30;2
300968;1;1;30;24
306240;1;1;30;9
300468;1;0;30;6
320153;1;1;30;7
320699;0;0;30;7
317561;1;0;30;7
320729;0;0;30;2
332750;0;0;30;1
332735;0;0;30;3
320728;0;0;30;2
306244;0;0;30;8
362861;0;0;30;9
362870;0;0;30;6
364558;1;1;30;4
364545;0;0;30;6
360089;0;0;30;4
360043;1;1;30;2
360042;0;0;30;2
360088;0;0;30;4
360080;0;0;30;5
360079;0;0;30;5
359241;0;0;30;1
359240;0;0;30;1
315296;1;0;30;21
314766;1;1;30;3
314753;1;0;30;5
299545;0;0;30;5
300224;1;1;30;13
300190;1;1;30;1
300182;1;0;30;2
299571;0;0;30;3
306399;0;0;30;5
306391;0;0;30;6
306378;0;0;30;8
306348;1;1;30;13
306387;0;0;30;7
300231;1;0;30;9
298793;0;0;30;6
298792;0;0;30;6
298853;1;1;30;27
362856;0;0;30;10
364310;0;0;30;2
364288;0;0;30;4
359665;0;0;30;2
360095;0;0;30;3
347275;1;0;30;1
344805;0;0;30;2
347243;1;1;30;6
340687;0;0;30;2
340688;0;0;30;2
369116;1;1;30;3
369122;0;0;30;2
369131;0;0;30;1
344241;0;0;30;6
344271;1;1;30;2
344246;0;0;30;5
340679;0;0;30;3
338830;0;0;30;6
338841;0;0;30;5
338862;0;0;30;2
340670;0;0;30;4
291094;0;0;30;1
291088;0;0;30;2
291059;1;1;30;5
290881;1;0;30;2
297193;1;1;30;3
290595;1;1;30;69
290569;0;0;30;3
290664;0;0;30;7
297702;0;0;30;5
297693;0;0;30;6
297692;0;0;30;6
297737;0;0;30;2
283089;1;0;30;1
283036;1;1;30;10
295704;0;0;30;1
295674;0;0;30;4
295582;1;0;30;1
296357;1;1;30;7
296339;0;0;30;10
296338;0;0;30;10
296327;0;0;30;13
296326;0;0;30;13
297274;0;0;30;11
297268;0;0;30;12
359962;1;1;30;4
359980;0;0;30;2
360022;0;0;30;6
360028;0;0;30;5
360018;0;0;30;7
292615;1;1;30;20
292405;0;0;30;7
292622;0;0;30;16
292623;0;0;30;16
292612;0;0;30;22
292609;0;0;30;23
365428;0;0;30;1
365429;0;0;30;1
365430;0;0;30;1
365415;1;1;30;2
282414;0;0;30;6
282403;0;0;30;7
286453;1;1;30;8
288644;1;0;30;9
288632;1;1;30;18
285414;0;0;30;8
338164;1;0;30;1
336531;0;0;30;1
331140;1;1;30;2
331120;1;0;30;7
304389;0;0;30;10
304366;0;0;30;18
304376;0;0;30;15
304204;1;0;30;6
303864;1;1;30;6
302599;1;0;30;2
332735;0;0;30;3
332750;0;0;30;1
324135;0;0;30;5
324409;1;1;30;6
323990;1;0;30;4
324143;0;0;30;4
326804;0;0;30;4
325789;0;0;30;10
325764;1;1;30;18
323961;1;1;30;13
325527;1;1;30;12
325531;0;0;30;11
325549;0;0;30;7
325535;0;0;30;10
320728;0;0;30;2
320729;0;0;30;2
321500;0;0;30;2
320699;0;0;30;7
320153;1;1;30;7
322418;0;0;30;2
317561;1;0;30;7
318024;0;0;30;11
322203;0;0;30;3
322189;0;0;30;4
322188;0;0;30;4
318005;1;1;30;39
322216;0;0;30;2
322218;1;1;30;2
321768;1;1;30;7
322230;0;0;30;1
321786;1;0;30;3
315296;1;0;30;21
314753;1;0;30;5
314766;1;1;30;3
314556;0;0;30;2
307424;0;0;30;6
312720;1;0;30;3
314567;0;0;30;1
362857;0;0;30;10
361955;1;1;30;2
361551;0;0;30;1
361523;0;0;30;5
361535;0;0;30;3
307408;1;1;30;9
307315;0;0;30;4
305314;1;1;30;30
305337;0;0;30;15
305190;1;1;30;23
306348;1;1;30;13
306387;0;0;30;7
306378;0;0;30;8
306391;0;0;30;6
306399;0;0;30;5
297693;0;0;30;6
297692;0;0;30;6
298792;0;0;30;6
298793;0;0;30;6
297702;0;0;30;5
297737;0;0;30;2
306240;1;1;30;9
306244;0;0;30;8
302563;1;1;30;19
302252;0;0;30;3
298853;1;1;30;27
300468;1;0;30;6
299571;0;0;30;3
299545;0;0;30;5
297193;1;1;30;3
300224;1;1;30;13
300231;1;0;30;9
300968;1;1;30;24
297268;0;0;30;12
300190;1;1;30;1
300182;1;0;30;2
297274;0;0;30;11
290881;1;0;30;2
291094;0;0;30;1
291088;0;0;30;2
291059;1;1;30;5
292612;0;0;30;22
292615;1;1;30;20
292622;0;0;30;16
292623;0;0;30;16
292609;0;0;30;23
364288;0;0;30;4
364310;0;0;30;2
365415;1;1;30;2
365428;0;0;30;1
365429;0;0;30;1
365430;0;0;30;1
364545;0;0;30;6
364558;1;1;30;4
361535;0;0;30;3
361551;0;0;30;1
362856;0;0;30;10
362857;0;0;30;10
362861;0;0;30;9
362870;0;0;30;6
361955;1;1;30;2
361523;0;0;30;5
290569;0;0;30;3
290595;1;1;30;69
290664;0;0;30;7
292405;0;0;30;7
338164;1;0;30;1
350036;0;0;30;2
338830;0;0;30;6
338841;0;0;30;5
338862;0;0;30;2
336531;0;0;30;1
348609;0;0;30;6
348621;0;0;30;4
348622;1;1;30;4
348683;0;0;30;6
348704;0;0;30;3
348705;0;0;30;3
348017;0;0;30;11
348036;0;0;30;6
348039;0;0;30;5
348040;1;1;30;5
350129;1;1;30;13
347243;1;1;30;6
347275;1;0;30;1
360042;0;0;30;2
360043;1;1;30;2
360079;0;0;30;5
360080;0;0;30;5
360088;0;0;30;4
360089;0;0;30;4
360095;0;0;30;3
341895;1;1;30;2
341889;0;0;30;3
341877;0;0;30;5
369116;1;1;30;3
369122;0;0;30;2
369131;0;0;30;1
360028;0;0;30;5
360022;0;0;30;6
360018;0;0;30;7
356144;0;0;30;5
356145;0;0;30;5
359240;0;0;30;1
359241;0;0;30;1
359664;0;0;30;2
359655;0;0;30;3
359980;0;0;30;2
359665;0;0;30;2
359962;1;1;30;4
344805;0;0;30;2
344271;1;1;30;2
344226;0;0;30;12
344221;0;0;30;15
344220;0;0;30;16
344246;0;0;30;5
340687;0;0;30;2
340679;0;0;30;3
340670;0;0;30;4
340688;0;0;30;2
344241;0;0;30;6
288632;1;1;30;18
288644;1;0;30;9
285414;0;0;30;8
286453;1;1;30;8
295704;0;0;30;1
295674;0;0;30;4
283036;1;1;30;10
296338;0;0;30;10
296339;0;0;30;10
295582;1;0;30;1
296326;0;0;30;13
296327;0;0;30;13
296357;1;1;30;7
282403;0;0;30;7
282414;0;0;30;6
283089;1;0;30;1
350036;0;0;30;2
350129;1;1;30;13
348017;0;0;30;11
348040;1;1;30;5
348039;0;0;30;5
348036;0;0;30;6
348609;0;0;30;6
348683;0;0;30;6
348622;1;1;30;4
348621;0;0;30;4
348705;0;0;30;3
348704;0;0;30;3
341877;0;0;30;5
341889;0;0;30;3
341895;1;1;30;2
344226;0;0;30;12
344221;0;0;30;15
344220;0;0;30;16
356145;0;0;30;5
356144;0;0;30;5
401013;1;1;31;27
401052;0;0;31;11
401058;0;0;31;10
400983;0;0;31;3
400966;0;0;31;6
400965;0;0;31;6
400957;0;0;31;7
400944;0;0;31;10
504457;1;0;31;6
504308;0;0;31;4
411645;0;0;31;7
411668;0;0;31;3
411641;0;0;31;10
409272;1;0;31;32
409265;0;0;31;37
409264;1;1;31;38
409267;0;0;31;35
409270;0;0;31;34
407970;1;1;31;12
411052;1;1;31;23
405201;0;0;31;12
410624;1;1;31;74
411755;1;1;31;93
411659;0;0;31;5
410594;0;0;31;1
396892;1;1;31;25
396915;0;0;31;11
396917;0;0;31;10
402173;0;0;31;17
402170;0;0;31;18
401096;0;0;31;4
401095;0;0;31;4
397849;0;0;31;2
397837;0;0;31;3
398753;0;0;31;3
398762;0;0;31;2
398764;0;0;31;2
438050;0;0;31;3
428838;1;0;31;2
428815;0;0;31;22
427871;1;0;31;3
426684;1;0;31;29
430007;1;0;31;9
431395;1;0;31;28
434377;0;0;31;17
434420;0;0;31;3
431424;0;0;31;17
450879;1;1;31;12
450772;1;1;31;33
459829;0;0;31;6
456974;1;0;31;10
438065;0;0;31;2
438051;0;0;31;3
428158;1;0;31;24
454025;1;1;31;17
452848;1;1;31;27
431431;0;0;31;15
431441;0;0;31;8
502273;0;0;31;3
502272;0;0;31;3
502776;0;0;31;2
494130;0;0;31;4
494158;0;0;31;1
497620;1;1;31;1
497606;0;0;31;2
497618;0;0;31;1
497587;0;0;31;4
497605;0;0;31;2
493083;1;1;31;4
494919;1;0;31;1
431437;0;0;31;11
491237;0;0;31;4
491238;0;0;31;4
491293;0;0;31;7
491295;0;0;31;6
488383;1;1;31;3
431447;0;0;31;4
491223;0;0;31;5
499210;0;0;31;4
499209;0;0;31;4
499201;0;0;31;5
499187;0;0;31;10
481008;0;0;31;4
481014;0;0;31;3
481015;0;0;31;3
481021;0;0;31;2
481027;0;0;31;1
481287;0;0;31;4
481306;0;0;31;2
481318;0;0;31;1
374198;1;1;31;198
374197;1;0;31;211
497587;0;0;31;4
497605;0;0;31;2
497606;0;0;31;2
497618;0;0;31;1
497620;1;1;31;1
443142;1;1;31;77
444880;1;1;31;21
445149;1;1;31;34
445155;0;0;31;17
445162;1;0;31;13
455923;0;0;31;20
455932;1;1;31;15
455940;0;0;31;11
455938;1;0;31;13
442371;0;0;31;12
442386;0;0;31;8
375502;1;0;31;80
499187;0;0;31;10
499201;0;0;31;5
444880;1;1;31;21
445162;1;0;31;13
445155;0;0;31;17
450879;1;1;31;12
445149;1;1;31;34
431395;1;0;31;28
442386;0;0;31;8
431424;0;0;31;17
431447;0;0;31;4
431441;0;0;31;8
431437;0;0;31;11
431431;0;0;31;15
452848;1;1;31;27
450772;1;1;31;33
434377;0;0;31;17
434420;0;0;31;3
427871;1;0;31;3
428815;0;0;31;22
428158;1;0;31;24
426684;1;0;31;29
430007;1;0;31;9
417418;1;1;31;60
416176;0;0;31;5
417393;1;0;31;90
416398;0;0;31;10
416415;0;0;31;7
416414;0;0;31;7
428838;1;0;31;2
414554;1;0;31;12
416229;0;0;31;1
385470;1;1;31;18
383260;1;1;31;38
383281;1;0;31;13
386219;1;0;31;7
386212;1;1;31;11
376854;0;0;31;8
376508;0;0;31;22
376874;0;0;31;6
384121;0;0;31;4
407095;1;1;31;75
404252;0;0;31;3
404243;0;0;31;4
404281;0;0;31;1
404228;0;0;31;6
383733;0;0;31;12
383676;1;0;31;54
383677;1;1;31;54
384152;0;0;31;1
384099;0;0;31;6
384056;1;1;31;16
388087;0;0;31;7
388080;0;0;31;8
438051;0;0;31;3
438050;0;0;31;3
438065;0;0;31;2
442371;0;0;31;12
443142;1;1;31;77
390287;0;0;31;20
390293;0;0;31;15
390274;0;0;31;30
390273;0;0;31;32
390272;0;0;31;32
390268;1;1;31;37
390258;1;0;31;47
380846;1;1;31;7
392567;0;0;31;25
392566;0;0;31;25
392550;1;1;31;64
392314;0;0;31;1
392303;0;0;31;2
380658;1;1;31;132
382323;1;0;31;6
382469;1;1;31;31
380475;1;0;31;23
380861;1;0;31;5
393098;0;0;31;26
391357;0;0;31;2
391349;0;0;31;3
391333;0;0;31;4
393091;0;0;31;29
466323;0;0;31;5
472091;1;0;31;6
472089;0;0;31;6
472090;0;0;31;6
472819;0;0;31;1
472773;0;0;31;12
455923;0;0;31;20
455932;1;1;31;15
455938;1;0;31;13
455940;0;0;31;11
456974;1;0;31;10
471913;1;1;31;74
517177;0;0;31;3
517175;0;0;31;3
517176;0;0;31;3
515460;1;0;31;1
466323;0;0;31;5
466324;1;1;31;5
466367;0;0;31;1
466352;0;0;31;2
466345;0;0;31;3
516681;0;0;31;1
516682;0;0;31;1
472804;0;0;31;5
468411;0;0;31;3
468424;0;0;31;2
491223;0;0;31;5
491293;0;0;31;7
491295;0;0;31;6
491237;0;0;31;4
491238;0;0;31;4
488383;1;1;31;3
493083;1;1;31;4
454025;1;1;31;17
459829;0;0;31;6
518409;0;0;31;3
518430;0;0;31;1
518431;0;0;31;1
518429;0;0;31;1
519081;0;0;31;1
519489;1;1;31;1
519488;0;0;31;1
520479;0;0;31;5
520488;0;0;31;4
520909;0;0;31;1
519484;0;0;31;3
517621;0;0;31;12
517622;0;0;31;11
517623;0;0;31;11
517624;0;0;31;10
517626;0;0;31;9
517632;1;1;31;7
517175;0;0;31;3
517176;0;0;31;3
517177;0;0;31;3
516682;0;0;31;1
516681;0;0;31;1
517618;0;0;31;13
517200;0;0;31;1
521462;0;0;31;1
521463;0;0;31;1
521465;1;1;31;1
513742;1;1;31;6
513752;0;0;31;4
513042;1;1;31;8
513775;0;0;31;2
513774;0;0;31;2
504308;0;0;31;4
514521;1;1;31;9
514529;0;0;31;7
514542;0;0;31;5
514547;0;0;31;4
514549;0;0;31;3
514525;0;0;31;8
515460;1;0;31;1
504457;1;0;31;6
524695;0;0;31;1
524696;0;0;31;1
524697;0;0;31;1
524726;0;0;31;5
525524;0;0;31;2
525525;0;0;31;2
525526;0;0;31;2
525541;0;0;31;1
509156;0;0;31;1
520909;0;0;31;1
519484;0;0;31;3
519488;0;0;31;1
519489;1;1;31;1
521462;0;0;31;1
521463;0;0;31;1
521465;1;1;31;1
513742;1;1;31;6
513774;0;0;31;2
513775;0;0;31;2
513752;0;0;31;4
517200;0;0;31;1
517621;0;0;31;12
517622;0;0;31;11
517623;0;0;31;11
517624;0;0;31;10
517626;0;0;31;9
517632;1;1;31;7
519081;0;0;31;1
517618;0;0;31;13
518429;0;0;31;1
518430;0;0;31;1
518431;0;0;31;1
518409;0;0;31;3
514529;0;0;31;7
514542;0;0;31;5
514547;0;0;31;4
514549;0;0;31;3
514525;0;0;31;8
514521;1;1;31;9
510341;1;1;31;1
510332;0;0;31;2
510339;0;0;31;1
512363;0;0;31;2
512375;0;0;31;1
511294;0;0;31;1
511295;0;0;31;1
511296;0;0;31;1
511154;0;0;31;3
511146;0;0;31;4
511292;0;0;31;1
511155;0;0;31;3
513042;1;1;31;8
512375;0;0;31;1
512363;0;0;31;2
416229;0;0;31;1
416414;0;0;31;7
416415;0;0;31;7
416176;0;0;31;5
416398;0;0;31;10
402170;0;0;31;18
402173;0;0;31;17
414554;1;0;31;12
404243;0;0;31;4
404252;0;0;31;3
404281;0;0;31;1
404228;0;0;31;6
409265;0;0;31;37
409267;0;0;31;35
409264;1;1;31;38
409270;0;0;31;34
411641;0;0;31;10
411645;0;0;31;7
409272;1;0;31;32
411659;0;0;31;5
411668;0;0;31;3
411755;1;1;31;93
410594;0;0;31;1
417393;1;0;31;90
417418;1;1;31;60
410624;1;1;31;74
411052;1;1;31;23
520479;0;0;31;5
520488;0;0;31;4
407095;1;1;31;75
400944;0;0;31;10
401095;0;0;31;4
401058;0;0;31;10
401096;0;0;31;4
400957;0;0;31;7
400965;0;0;31;6
400966;0;0;31;6
400983;0;0;31;3
401013;1;1;31;27
401052;0;0;31;11
405201;0;0;31;12
407970;1;1;31;12
391349;0;0;31;3
392314;0;0;31;1
392550;1;1;31;64
392566;0;0;31;25
392567;0;0;31;25
392303;0;0;31;2
391333;0;0;31;4
391357;0;0;31;2
393098;0;0;31;26
393091;0;0;31;29
398753;0;0;31;3
398762;0;0;31;2
398764;0;0;31;2
397837;0;0;31;3
397849;0;0;31;2
380658;1;1;31;132
380846;1;1;31;7
380861;1;0;31;5
382469;1;1;31;31
382323;1;0;31;6
380475;1;0;31;23
390258;1;0;31;47
390268;1;1;31;37
390272;0;0;31;32
390273;0;0;31;32
386212;1;1;31;11
386219;1;0;31;7
390274;0;0;31;30
390287;0;0;31;20
390293;0;0;31;15
388080;0;0;31;8
388087;0;0;31;7
384099;0;0;31;6
384121;0;0;31;4
384152;0;0;31;1
384056;1;1;31;16
396892;1;1;31;25
396915;0;0;31;11
396917;0;0;31;10
385470;1;1;31;18
383733;0;0;31;12
383260;1;1;31;38
383281;1;0;31;13
383676;1;0;31;54
383677;1;1;31;54
376508;0;0;31;22
376854;0;0;31;8
376874;0;0;31;6
525541;0;0;31;1
525526;0;0;31;2
525525;0;0;31;2
525524;0;0;31;2
476050;0;0;31;4
476051;0;0;31;4
466324;1;1;31;5
466345;0;0;31;3
466352;0;0;31;2
466367;0;0;31;1
468424;0;0;31;2
468411;0;0;31;3
472819;0;0;31;1
474980;0;0;31;8
474990;0;0;31;6
475000;0;0;31;4
471913;1;1;31;74
472089;0;0;31;6
472090;0;0;31;6
472091;1;0;31;6
478419;0;0;31;179
478421;0;0;31;138
478422;0;0;31;134
478425;0;0;31;123
478427;0;0;31;121
478431;0;0;31;86
472804;0;0;31;5
472773;0;0;31;12
372663;1;1;31;129
375513;0;0;31;63
372663;1;1;31;129
524696;0;0;31;1
524695;0;0;31;1
524726;0;0;31;5
524697;0;0;31;1
374198;1;1;31;198
375502;1;0;31;80
375513;0;0;31;63
374197;1;0;31;211
499210;0;0;31;4
499209;0;0;31;4
481287;0;0;31;4
481027;0;0;31;1
481306;0;0;31;2
481318;0;0;31;1
481021;0;0;31;2
481014;0;0;31;3
481015;0;0;31;3
494158;0;0;31;1
494130;0;0;31;4
494919;1;0;31;1
474980;0;0;31;8
478419;0;0;31;179
478421;0;0;31;138
478422;0;0;31;134
478425;0;0;31;123
478427;0;0;31;121
478431;0;0;31;86
481008;0;0;31;4
476051;0;0;31;4
476050;0;0;31;4
474990;0;0;31;6
475000;0;0;31;4
502776;0;0;31;2
511296;0;0;31;1
511295;0;0;31;1
509156;0;0;31;1
511294;0;0;31;1
511292;0;0;31;1
511155;0;0;31;3
511154;0;0;31;3
502272;0;0;31;3
502273;0;0;31;3
511146;0;0;31;4
510332;0;0;31;2
510341;1;1;31;1
510339;0;0;31;1
610404;0;0;32;3
610414;0;0;32;2
610382;0;0;32;7
611811;0;0;32;3
611812;1;1;32;3
621239;0;0;32;10
621034;1;1;32;11
621235;1;1;32;11
621303;0;0;32;3
621305;0;0;32;3
621229;0;0;32;13
621234;0;0;32;11
621277;0;0;32;5
621073;0;0;32;2
621074;0;0;32;2
621077;0;0;32;1
617157;0;0;32;9
617159;0;0;32;8
617165;0;0;32;6
617177;0;0;32;4
615714;0;0;32;2
615695;0;0;32;4
615479;0;0;32;6
615480;1;1;32;6
615684;0;0;32;6
615688;0;0;32;5
615689;0;0;32;5
609538;1;1;32;4
608991;1;0;32;12
608993;1;1;32;12
609588;1;1;32;16
619221;0;0;32;1
619211;0;0;32;2
619199;0;0;32;5
619186;1;1;32;8
619830;0;0;32;2
618526;0;0;32;6
618527;1;1;32;6
618505;0;0;32;10
618498;0;0;32;13
618485;0;0;32;19
623346;0;0;32;5
623347;0;0;32;5
624515;0;0;32;5
624517;1;1;32;5
624528;0;0;32;2
620459;0;0;32;1
617556;1;0;32;14
626634;0;0;32;3
626655;0;0;32;1
626654;0;0;32;1
631923;0;0;32;3
631938;0;0;32;1
631911;1;1;32;5
631494;1;1;32;5
631075;1;1;32;3
628720;0;0;32;11
627919;0;0;32;1
627910;0;0;32;2
627889;0;0;32;4
628740;0;0;32;6
628733;0;0;32;7
628527;0;0;32;7
628521;0;0;32;8
530176;1;0;32;18
530165;1;1;32;26
530594;1;0;32;11
530592;1;1;32;12
629567;1;1;32;4
631032;0;0;32;1
631022;0;0;32;2
631023;0;0;32;2
631024;0;0;32;2
630998;0;0;32;4
634014;0;0;32;6
634005;0;0;32;7
634006;1;1;32;7
634182;0;0;32;5
634173;1;1;32;7
634227;0;0;32;1
634228;0;0;32;1
635130;1;1;32;5
635170;1;0;32;1
636663;1;1;32;10
636775;0;0;32;3
636760;0;0;32;5
614800;0;0;32;1
614790;1;1;32;2
637558;0;0;32;1
637542;0;0;32;3
637541;0;0;32;3
637517;1;1;32;7
639776;1;1;32;14
637703;0;0;32;5
637723;0;0;32;2
637725;1;1;32;2
637732;0;0;32;1
637709;0;0;32;4
637710;0;0;32;4
637770;0;0;32;6
637771;0;0;32;6
637776;0;0;32;5
637777;0;0;32;5
639796;0;0;32;4
627201;0;0;32;2
627207;0;0;32;1
638629;1;1;32;4
639792;0;0;32;5
627883;0;0;32;5
637758;1;1;32;9
639988;0;0;32;1
639987;0;0;32;1
638252;0;0;32;2
638260;0;0;32;1
637763;0;0;32;7
641595;0;0;32;2
641596;0;0;32;2
641597;0;0;32;2
641611;0;0;32;1
577672;0;0;32;5
577709;0;0;32;2
577710;0;0;32;2
573822;0;0;32;11
573823;0;0;32;11
573846;0;0;32;7
573837;0;0;32;9
573815;0;0;32;14
573848;0;0;32;6
573791;1;1;32;36
578349;1;0;32;14
578777;1;1;32;22
577643;1;1;32;8
601567;1;1;32;8
602509;1;0;32;6
597303;0;0;32;6
597258;1;1;32;22
574954;0;0;32;1
575644;1;1;32;26
575726;0;0;32;20
575733;1;1;32;16
575745;0;0;32;13
575660;1;0;32;18
600514;1;0;32;30
600529;1;1;32;20
584942;0;0;32;17
585573;1;1;32;15
585730;0;0;32;6
585727;1;0;32;7
586040;1;1;32;4
588701;0;0;32;9
569643;0;0;32;13
569648;0;0;32;12
571155;1;0;32;28
571154;1;1;32;29
571191;0;0;32;10
571368;0;0;32;2
571366;0;0;32;2
571834;1;1;32;36
571833;1;0;32;36
571787;1;0;32;6
596181;1;1;32;6
596149;0;0;32;14
592675;0;0;32;1
592857;1;1;32;19
592653;0;0;32;3
590111;1;1;32;31
591009;1;1;32;14
544744;0;0;32;6
544745;0;0;32;6
544814;1;1;32;50
544733;0;0;32;7
595129;0;0;32;5
595134;0;0;32;4
595069;1;1;32;39
595138;0;0;32;3
544471;0;0;32;21
544492;0;0;32;12
544469;0;0;32;22
592858;0;0;32;18
594673;0;0;32;4
594715;0;0;32;1
595552;1;1;32;11
594086;1;1;32;2
592883;0;0;32;6
607776;1;1;32;6
607757;1;0;32;18
606605;0;0;32;2
606604;0;0;32;2
607725;0;0;32;1
607614;1;1;32;25
607722;0;0;32;1
607704;0;0;32;2
607652;0;0;32;7
597996;1;1;32;9
597394;1;1;32;3
599019;1;1;32;10
607040;1;1;32;10
606452;1;1;32;2
606451;1;0;32;2
606450;0;0;32;2
606434;0;0;32;4
606433;0;0;32;4
602620;0;0;32;1
606977;1;1;32;12
592215;0;0;32;3
592214;0;0;32;3
592213;0;0;32;3
592209;0;0;32;4
592873;0;0;32;10
592645;0;0;32;4
592884;0;0;32;6
603370;1;1;32;2
605922;0;0;32;6
603384;0;0;32;1
603383;0;0;32;1
605881;0;0;32;18
603385;0;0;32;1
583999;0;0;32;7
583993;1;1;32;9
582486;0;0;32;1
582480;0;0;32;2
583406;1;1;32;21
602620;0;0;32;1
600514;1;0;32;30
600529;1;1;32;20
601567;1;1;32;8
602509;1;0;32;6
597996;1;1;32;9
582815;0;0;32;16
628720;0;0;32;11
628733;0;0;32;7
628740;0;0;32;6
631494;1;1;32;5
637770;0;0;32;6
637771;0;0;32;6
637776;0;0;32;5
647118;1;1;32;1
629567;1;1;32;4
639776;1;1;32;14
639796;0;0;32;4
639987;0;0;32;1
639988;0;0;32;1
638629;1;1;32;4
638252;0;0;32;2
638260;0;0;32;1
639792;0;0;32;5
578800;0;0;32;10
637777;0;0;32;5
631923;0;0;32;3
636663;1;1;32;10
636760;0;0;32;5
636775;0;0;32;3
637517;1;1;32;7
637763;0;0;32;7
637541;0;0;32;3
637542;0;0;32;3
637558;0;0;32;1
637703;0;0;32;5
637709;0;0;32;4
637710;0;0;32;4
637723;0;0;32;2
637725;1;1;32;2
637732;0;0;32;1
637758;1;1;32;9
634173;1;1;32;7
578876;0;0;32;2
634005;0;0;32;7
634006;1;1;32;7
634014;0;0;32;6
634182;0;0;32;5
634227;0;0;32;1
634228;0;0;32;1
631938;0;0;32;1
626654;0;0;32;1
626634;0;0;32;3
626655;0;0;32;1
631075;1;1;32;3
631032;0;0;32;1
631024;0;0;32;2
631023;0;0;32;2
630998;0;0;32;4
631022;0;0;32;2
631911;1;1;32;5
627201;0;0;32;2
627207;0;0;32;1
635170;1;0;32;1
635130;1;1;32;5
628521;0;0;32;8
628527;0;0;32;7
627889;0;0;32;4
627883;0;0;32;5
627910;0;0;32;2
627919;0;0;32;1
624515;0;0;32;5
624517;1;1;32;5
624528;0;0;32;2
621277;0;0;32;5
621229;0;0;32;13
621234;0;0;32;11
621235;1;1;32;11
621239;0;0;32;10
621303;0;0;32;3
